AAAAAA,SSSSSSS,98
MMMMMM,KKKKKKKKKKKK,95
GG,LLLLLLLL,83
PPPPPPP,NNNNNNNNNNN,20
AAA,LLLLLL,88
XX,ZZZZZZ,34
HHHHHHHHHH,PPPPPPPPPP,12
QQQQQQ,BBBBBBBB,43
TTTTT,MMMMMMMMMM,90
EEEEEEE,AAAAAAAAAA,5
T,TTTTTTT,85
G,O,19
VVVVV,RRRRRRRR,6
PPPPPP,QQQQQQQQQQQ,92
X,CCCCCCCCCCC,25
JJJ,FFFFFFFFFF,14
E,J,33
OOOO,HHHHHHHHHHHH,17
EE,CCCCCC,40
IIII,EEEEEEEEEEE,30
GGGGG,OOOOOOOO,48
DDDDD,NNNNNNN,34
EEEEE,YYYYYYYYY,97
A,OOOOO,68
GGGG,GGGGG,19
EE,IIIIIIII,42
ZZZZZ,IIIIIIIIII,63
UUUUUU,LLLLLLL,51
XXXXXX,OOOOOOOOO,92
OOOO,QQQQQQQQ,76
CCCCCCC,CCCCCCCCCCC,77
AAAAAAAA,YYYYYYYY,83
UUUUU,WWWWWW,13
TTT,SSSSS,45
PPPPP,GGGGGGGG,91
UUUUUUUU,MMMMMMMMMM,43
GGGGGGGGGGG,MMMMMMMMMMM,79
UUUU,WWWWW,74
LLLLLL,TTTTTTT,57
B,JJ,44
OO,RR,10
VVVV,LLLLLLL,93
Q,FFFFFF,24
QQQ,LLLLLL,47
LLL,CCCCCCCCCC,68
IIIIIIIIII,EEEEEEEEEEEE,34
DDD,RRRRRRRR,76
EEE,HHHHHHHHHHH,10
XXXXXX,CCCCCCCCCC,93
MMMMMMM,OOOOOOOOOO,48
JJJJJJJJJJ,EEEEEEEEEEEE,73
III,TTTTTTTTT,83
UUUUUU,OOOOOOO,67
SS,IIIIIIII,7
TTTTTT,JJJJJJJ,2
YYYYYYYYY,YYYYYYYYYY,11
JJ,ZZZZZZZZZZZ,86
EEEEEEE,YYYYYYYYYY,88
B,MMMMMMMMMMM,4
Z,FF,35
PP,PPPPPPP,90
RRRR,JJJJJJJJJ,94
KKKKKKKKK,FFFFFFFFFFF,67
LLLL,OOOOOOO,30
XXXXXX,BBBBBBB,6
UUUUUUUUU,HHHHHHHHHHH,100
LLL,BBBBBBBB,54
EEEEEEEE,TTTTTTTTTT,50
IIIIIIII,MMMMMMMMM,44
SSSS,FFFFFFFFFF,32
QQQQQ,AAAAAAAA,72
Q,TT,10
FF,AAAAAAAAAAAA,74
NNNNN,GGGGGG,22
AAAAAAAA,VVVVVVVV,38
HHH,FFFF,12
YYYY,VVVVV,8
BBB,PPPPPPPPPPP,14
SSSSSS,ZZZZZZZZZ,20
BBBBBBB,EEEEEEEEE,83
HHH,DDDDDDD,80
JJ,HHH,66
EEEEE,WWWWWWWW,29
MMMMMMM,LLLLLLLLL,90
DDDDDDDD,DDDDDDDDD,47
MMMMMMMM,TTTTTTTTTT,19
HHHHHHH,WWWWWWWWW,89
A,EEE,100
ZZZZZ,SSSSSSSSSS,30
MMMMMMM,ZZZZZZZZZZZ,37
M,BBBBBBBBBBBB,6
NNNNNNNNN,AAAAAAAAAAA,98
U,FFFFFFF,6
YYYYYYY,GGGGGGGG,14
PPPP,DDDDDDDDDD,6
CCC,SSSSSSSSSS,48
G,CCCCCCC,80
BBBB,WWWW,82
RRRRRR,AAAAAAAA,2
XXXXXXX,SSSSSSSSSSS,100
YY,YYYYY,81
NNNNNNNN,WWWWWWWWWW,33
DD,PPPPPPPPPPP,74
NNN,NNNNNNN,27
DDDDDDDDDDD,TTTTTTTTTTT,10
UUU,QQQQQQQQQQQ,72
RRRRR,MMMMMMMMMM,56
PPPP,TTTTTTTT,17
M,EEEEE,82
VVV,CCCCCCCCC,54
T,SSSS,85
ZZ,MMMMMMM,58
PPPPPPP,YYYYYYYYY,26
QQQQQQ,LLLLLLL,60
OO,LLLLLLLL,47
U,EEEEEEEEEE,32
NNNNNN,LLLLLLLLL,87
CCC,KKKKKKKKKKKK,14
PPPPPP,JJJJJJJJJ,94
OOOOOOOO,KKKKKKKKKK,20
E,KKKKK,58
QQQQQQQQ,MMMMMMMMM,24
VVVVVVVVVV,ZZZZZZZZZZZ,49
HHHHHHHHHH,QQQQQQQQQQ,45
HHHHHHH,VVVVVVV,63
IIIIIII,WWWWWWWW,16
Q,BBBBBBBBB,73
III,PPPPP,65
DDDDDDD,ZZZZZZZZ,83
FFFFF,UUUUUUU,28
YYYYYY,HHHHHHHHHH,29
KKKKK,RRRRR,7
PPP,NNNNNNN,49
MM,ZZZZZZZZZZZ,56
OOOO,AAAAAAAAAA,93
FFFF,CCCCCC,39
HHHH,UUUUUUUUUUU,52
YYYYY,JJJJJJJJJJJ,88
SSS,PPPPPP,3
IIIIII,NNNNNNNN,92
XXXX,VVVVVV,71
R,MMMMMMMMMM,90
CCCCCCCCC,CCCCCCCCCCCC,55
LLLLL,VVVVVVVVVV,76
EE,XXXX,83
OOO,GGGGGGGGGGG,53
DDDDDD,FFFFFFFFFFFF,35
MMMMMM,FFFFFFFF,58
XXXX,CCCCCC,97
GGGGGGGGGG,AAAAAAAAAAAA,64
FF,WWWWWWWWWWW,13
WWWW,YYYYYY,30
V,DDDDDDDDDDDD,71
SSSSSSS,UUUUUUUUUUU,13
U,LL,26
XX,CCCCCCCCCCCC,25
DDD,TTTTTTTTTT,5
XX,SSSS,43
VVVV,AAAAAAAAAAAA,30
VVVVVVVV,HHHHHHHHH,63
UUUUUUU,ZZZZZZZZ,83
J,JJJJ,94
AAAA,UUUUU,12
OOOOO,WWWWWWW,19
OOOOOO,IIIIIIIIII,39
KK,WWWWWWWWWW,52
CCC,KKK,45
PPPPP,YYYYY,59
BBBBBBBB,BBBBBBBBBBBB,94
R,VVVVVVVVV,85
GGGGGGGGG,AAAAAAAAAAA,6
OOOOOOOO,ZZZZZZZZZZZ,65
RRR,NNNNNNNNNNN,38
BBBBBBBB,WWWWWWWWWWW,1
L,LLLLLLLLLL,76
ZZZZZZZ,LLLLLLLLLLL,46
QQQQQ,AAAAAAAAA,66
DD,LLLLLLLLLL,7
GGGG,LLLLLLLLLL,81
T,FFFFFFFFF,85
WWWWWW,CCCCCCCCCCC,2
LLLLLLLLLLL,EEEEEEEEEEEE,41
SSS,VVVVVVVVVVV,45
LLL,LLLLLLLLLLL,79
Y,KK,68
VVVVVVVVVVV,JJJJJJJJJJJJ,15
AAA,AAAAAAAA,88
YYYY,OOOOOO,76
VVV,RRRRRRRRR,99
UUUUUUUU,NNNNNNNNN,64
NN,JJJJJJJJ,25
IIII,GGGGG,25
LLLLL,CCCCCCCCCC,70
PPPPPPPP,IIIIIIIIIIII,89
FFF,PPP,97
YYY,IIIIIIIII,98
A,YYYYYY,75
G,HHHHHHHHHH,74
CCCCC,DDDDDD,18
SS,GGGGGGGGGGG,81
CCCCC,FFFFFFFFFFFF,58
TTTTTT,LLLLLLLLLL,29
E,EEE,13
PPPPPPP,ZZZZZZZZZZZ,29
III,UUUUUUUU,69
NNNNNNNNNNN,YYYYYYYYYYY,99
FFF,NNNNNNN,9
HHHHHHHHHHH,ZZZZZZZZZZZ,69
LLLLL,XXXXXXXX,11
CCCC,UUUUUUUUUUU,25
FFFFFFFFF,KKKKKKKKK,15
EE,TTTTT,48
HHHHHHHH,GGGGGGGGGG,76
NNNNNN,OOOOOOOOO,18
I,ZZZZZZZZZZZ,61
EEE,NNNNNNNNNN,40
HHHHHH,OOOOOOOOO,20
XXX,EEEEEEEE,99
NNNNNN,IIIIIII,81
JJJ,HHHHHHHH,30
ZZ,MMMM,15
HHH,RRR,96
NNNNNN,GGGGGGG,30
KKKKKKKK,YYYYYYYYYY,28
EEEEEEEEE,FFFFFFFFFFFF,71
H,WWWWWWWW,22
XX,VVVVVV,7
IIIIIIII,AAAAAAAAAAAA,69
Z,QQQQQ,65
TTTT,ZZZZZZ,27
JJ,RRRRRRRRRRR,37
SSSS,KKKKK,11
YYYYYYY,JJJJJJJJJJ,69
VVVVVVV,KKKKKKKKKK,67
YYYYYYYY,RRRRRRRRR,54
W,EEEEEEEEEEEE,48
XXXXXX,CCCCCCC,30
CCCC,FFFF,71
KKKKKKK,KKKKKKKKKK,54
EEEEEEEEEE,QQQQQQQQQQQ,55
NN,MMMMMMM,20
EE,WWWWWWW,17
O,IIIIII,33
TTTT,MMMMMM,41
BBBBBBB,JJJJJJJJ,68
WWWWWWWWWW,HHHHHHHHHHHH,79
Z,LLLLLLLLLLL,57
HH,EEEEEEEE,14
FFFF,GGGGGGG,35
QQQ,CCCCCCCCC,45
EE,AAAAAAAA,6
JJ,QQQQQQQQQQQ,25
RR,PPPPPPP,92
GGGGG,YYYYYY,71
EEE,YYYYY,34
D,FFFFF,52
Y,SSSSSS,100
BBBB,FFFFFFFFFFFF,63
PP,MMMMMMMMMM,43
OOOO,LLLLLL,43
AAAA,NNNNNNNNN,74
WWW,DDDDDDDD,54
PPP,KKKKKKK,86
EEEE,DDDDDDDD,69
VVVVVVVV,ZZZZZZZZZZZ,94
XXXXXXX,BBBBBBBBBBB,19
OOO,IIIIIIIIII,33
OOOOOOOOOOO,AAAAAAAAAAAA,9
M,AAAAAAAAAAA,53
KKKKKK,ZZZZZZZZZZZ,100
X,CCC,77
IIII,LLLLLLL,3
GGGGGG,UUUUUUUUUUU,47
WWWW,LLLLLLLLLL,31
VVVVVV,NNNNNNNN,16
OOOOOOOO,JJJJJJJJJJ,52
F,DDDDD,76
BBBB,NNNN,80
TT,SSSSSSS,73
GGG,LLLL,76
RRR,LLLLLLLL,6
AAAA,GGGGGGGGG,77
KKKKKKK,MMMMMMMMMMMM,65
U,UUUUUUUU,21
Q,TTTTT,6
JJ,NNNN,73
HH,LL,84
DDDDDD,XXXXXXXX,99
ZZZ,BBBBBBBBBB,6
TTT,RRRRRRRRRRR,97
EEEEEEEEEE,KKKKKKKKKK,40
K,IIIII,57
RRRR,VVVVVVVVVVV,84
SS,UUUUUUUUUUU,66
TTTT,AAAAAAAAAA,13
PPPPPPPP,TTTTTTTTTTT,16
RRRRRRR,LLLLLLLL,24
EEEEEE,JJJJJJJJJJJJ,38
ZZZZZ,SSSSSSSSSSS,38
QQQQQQ,SSSSSSSSSSS,44
RRRRRR,OOOOOOOO,65
AAAAAAAAAAAA,GGGGGGGGGGGG,19
TT,EEEEEEE,54
RRRR,MMMMMMMMMMMM,91
VVVVVV,VVVVVVVVVVV,44
AAA,YYYYY,73
T,UUUUUU,51
WWWWWW,QQQQQQQ,69
W,FFFFFFFFFF,59
I,OOOOOOOOO,45
CCCCCCC,XXXXXXX,57
I,ZZZZ,73
DD,HHH,74
TTT,TTTT,87
CCCCCC,MMMMMMMMMM,44
ZZZZ,QQQQQQQ,89
FFFFFF,JJJJJJ,62
UU,TTTTTT,93
MMMMM,CCCCCC,88
JJJ,SSSSSSS,64
MMMM,TTTTTTTT,58
KKKKKK,YYYYYYY,24
HH,NNNNNNNNN,69
TTTTTT,SSSSSSSSSSS,90
LLLLLL,XXXXXXXX,54
OOOOOOO,DDDDDDDDDDD,2
MM,PPPPPP,27
JJJJ,SSSSSSSSSSS,71
RRRRRRR,ZZZZZZZZ,80
EEEE,VVVVVVVVV,79
VVVVV,BBBBBBB,27
A,EEEEEEEE,83
HHHHHHHHHH,BBBBBBBBBBBB,51
ZZZZZZ,VVVVVVVVV,41
Y,UUUUUUUUUU,23
NNN,VVVVVVVVVVV,100
QQQQQ,CCCCCCCCCCCC,50
ZZZZZZ,YYYYYYYY,82
Y,BBBBBBBBBBB,40
TTTTT,BBBBBBBBB,48
TTTTTTTTTT,XXXXXXXXXX,88
GG,QQQQ,95
PPPPPP,GGGGGGGG,30
T,LLLLLLLLLL,69
QQQQQQQ,UUUUUUUU,23
HHHHH,WWWWWWWWWW,7
EEEEEEEE,EEEEEEEEEE,51
XXX,ZZZZ,57
WW,SSSS,23
AAAAAAA,JJJJJJJJJJJ,73
JJJJJJJ,DDDDDDDDDDD,47
NNNNNNNN,JJJJJJJJJJ,14
WWWWWW,JJJJJJJ,52
R,GGGGGGGGG,87
GGGGG,BBBBBBBB,79
HHHHH,KKKKKKKK,82
UUUUUUUUUU,BBBBBBBBBBBB,35
ZZZZZ,PPPPPPPPPP,94
AA,XXXX,7
Y,ZZZZZZZZZZ,92
CCCC,FFFFFFFFFFFF,70
NN,IIIIIIIIIII,91
RRRRRRRR,SSSSSSSSSSS,44
HHH,GGGGGGGGGG,53
ZZZZZZZZ,DDDDDDDDD,42
QQQQ,MMMMMMMMMMMM,86
QQQQ,HHHHHHHH,64
GGGG,IIIIIII,30
B,BBBBBBBBBBB,77
BBBBB,AAAAAA,51
S,NNNNNNNN,34
SSSS,RRRRRRRRR,66
OOOO,GGGGGG,47
GGGGGGGG,IIIIIIIIIIII,83
ZZZZZZZZ,KKKKKKKKKK,27
HHHH,AAAAAAAA,38
IIIIIIIIIII,DDDDDDDDDDDD,14
MMMMM,JJJJJJJJJ,33
EEEEEEE,PPPPPPPPP,46
L,YYYY,84
EEE,VVVVVV,7
QQQQQQ,JJJJJJJ,66
UUUU,IIIIIIIII,46
HHHHHHHHHHH,TTTTTTTTTTT,66
VVVVVVVVV,GGGGGGGGGGG,68
P,CCCCCCCCC,30
PPPPPPP,HHHHHHHHHHH,90
KKKKKKK,SSSSSSSSSS,95
IIIIII,XXXXXX,25
RR,XXXX,99
HHHHHH,TTTTTTT,20
OOOOOOOO,YYYYYYYYYYY,91
LLLLLLLLL,QQQQQQQQQ,10
X,YYYYYYYYY,54
NN,TTTTTT,10
FFFFF,YYYYYYYYYYY,45
J,RRRRRRRRRR,6
SS,VV,94
F,P,15
Z,GGGGGGGGGG,46
Q,XXXXXXXXX,58
XXXXX,OOOOOOOO,84
MMMMMMMMMMM,IIIIIIIIIIII,71
AAAA,LLLLLLL,89
LLLLLLLL,TTTTTTTTT,71
CCC,PPPPPPPPPP,88
BB,QQQQQ,13
MM,SSSS,11
VV,ZZZZZZZZZZ,5
PP,ZZZZZZZZZ,64
HHHHHHHHHHH,HHHHHHHHHHHH,37
X,KKKKKKKK,53
HH,PPPPPPPP,98
UUUUU,FFFFFFFFFFFF,25
PPPPP,NNNNNN,92
III,DDDDDDD,74
JJJJ,NNNNNNNN,26
PP,NNNNNNNNN,88
BBBB,HHHHHHHHHHHH,8
V,FFFFFFFFF,8
UUUUUUUUU,IIIIIIIIIIII,56
ZZZ,RRRRRR,39
WWWWW,BBBBBBB,51
LLL,IIIIII,59
L,GGGGGGGG,42
OO,TTTTTTTTTTT,85
IIIII,FFFFFF,96
MMMMM,WWWWWWWW,46
T,RRRRRRRRRRR,2
RRRRRRRRR,NNNNNNNNNN,40
WWWWW,HHHHHHHHHHH,53
JJJJJJJJJ,UUUUUUUUUU,97
FFFFFFFF,JJJJJJJJJJJ,7
E,PP,59
QQ,PPPP,96
XXX,TTTTTTTTTTT,15
PPP,IIIIIIIIIIII,45
WWWWWWWWWW,KKKKKKKKKKK,47
I,QQ,37
IIIIIII,YYYYYYY,92
HHHHHHHH,TTTTTTTTTTT,35
HHH,WWWWWWWW,78
HH,EEEE,70
BBBB,TTTTTT,18
GG,BBB,33
VVVVVVVV,LLLLLLLLLLLL,46
BBB,UUUUUUU,97
FFF,JJJ,80
D,R,61
GGGGG,XXXXXXXXX,85
QQQQ,LLLLLLL,6
BBBBBB,DDDDDDDDDD,58
YYY,KKKKKKKK,40
BB,EEEEEEEEEE,27
YYYYYYY,ZZZZZZZZZZZ,88
OOOOO,QQQQQQQQ,45
UU,MMMMMMMMMMM,67
MM,VVVVVVVV,26
YY,AAAAAAAAAA,38
LLLLLLLLL,YYYYYYYYYY,43
TTT,GGGGGGGGG,42
MMMMMMMMM,VVVVVVVVV,89
X,LLLLL,48
L,XXXXXX,54
WWWWWWW,ZZZZZZZ,4
UUUUUUUU,VVVVVVVVVV,27
QQQQ,VVVVVVV,15
JJJJJ,BBBBBBB,4
F,WWWWW,54
K,DDDDDDDDDD,54
MM,CCCCCC,1
G,SSSSSSSSS,60
A,GGG,57
III,NNNNN,90
AA,QQQQQQQ,82
HH,HHHHH,2
GG,QQQQQQQQQQ,27
PPPPPPPP,KKKKKKKKK,33
QQQQQ,MMMMMMMMM,41
H,LLLLLLLLL,42
G,VVVVVVVVVV,97
BBBB,GGGGGGGGGG,54
RR,VVVVV,83
MMM,SSSSSSSS,90
MMMMM,PPPPP,67
G,CCCCCCCCCCC,47
XXXXX,RRRRRRRRRR,87
RR,HHHHHHHHHHH,15
XXXXXXXXXXX,LLLLLLLLLLLL,26
EEEEEEEEEEEE,HHHHHHHHHHHH,85
DDDDDDDDD,BBBBBBBBBB,4
IIIIII,FFFFFFFFFFFF,29
TTTTTTTT,PPPPPPPPPP,43
QQQ,MMMM,29
QQQQQQQQQ,JJJJJJJJJJ,82
PP,SSSSSSSSS,70
BBB,CCCCC,15
PPP,ZZZ,19
Z,FFFFFFFF,64
HH,VVV,40
IIII,NNNNNNNNN,98
NNNN,SSSSSS,75
M,W,69
TTTTTTTT,JJJJJJJJJJJ,41
CCCCC,DDDDD,90
BBBBBBBB,BBBBBBBBBB,31
VVVV,LLLLL,19
AAA,OOOOOOOO,15
YY,NNNNNN,61
SSSSSSSSSS,ZZZZZZZZZZ,21
LLLLLLL,GGGGGGGGG,30
XXXXX,IIIIIIII,63
YYYYYY,SSSSSSSSSS,83
MMMMMMM,GGGGGGGGG,43
CCCCCCCCCC,FFFFFFFFFF,51
S,SSSS,33
VVVV,YYYYYYYY,43
GGGGGGG,MMMMMMMM,62
KKKKKKKKK,UUUUUUUUU,20
S,BBBBBBBBBBBB,11
NN,TTTTT,38
JJ,XXXX,74
SSS,FFFFF,2
VV,RRRRRR,45
TTTTTT,KKKKKKKK,61
XX,LLLLLLLLLLL,59
NNNN,NNNNNNNNN,98
SS,HHHHHHH,12
AAAAAAAAAA,SSSSSSSSSSS,86
AA,DDDD,40
CCCCCCCCC,LLLLLLLLLLLL,47
P,GGGG,19
GGGG,JJJJJJJJ,57
QQQQQQQQ,RRRRRRRRRRR,49
KKKKKKKKK,VVVVVVVVVV,47
NNNNNNN,WWWWWWWWWW,33
PPPPPPP,SSSSSSSS,77
III,KKKK,98
NNNN,MMMMMMMM,61
RR,ZZZ,44
MM,QQQQQQQQQQ,93
A,FF,62
AAA,DDD,26
YY,UUUU,85
VVVVV,IIIIIII,18
SSSSSSSS,TTTTTTTTTT,100
SS,MMM,4
IIII,KKKKK,79
UU,LLLLLLLLLLL,58
EEEEEE,HHHHHHHHHH,51
A,PPPPPPPPPPP,95
UUUUUU,GGGGGGG,33
PPPPPPPPPP,JJJJJJJJJJJ,70
LLLL,LLLLLLLLLLL,79
NNNNN,CCCCCCCCC,75
LLLLLLLLL,KKKKKKKKKKK,69
WW,DDDDDDDD,62
AA,PPPPPP,71
EEE,TTTTTTTTTTT,3
OOOOO,EEEEEEEEE,3
ZZZZZZ,MMMMMMMMMM,76
UUUU,UUUUUU,99
VVVVVVV,AAAAAAAAAA,22
UUUU,HHHHHHHH,89
AAAAAA,IIIIII,80
YYY,DDDDDDDDDDD,93
NNN,QQQQQQ,66
UUUU,WWWWWWW,71
VVV,QQQQQQQQ,13
OOOOOOOOO,UUUUUUUUUU,91
ZZZZZZ,YYYYYYYYYYY,62
BBBBBB,SSSSSSSS,67
J,SSS,97
EEEEEE,AAAAAAAAAAA,58
SSSSSSSS,DDDDDDDDDD,87
SS,BBBB,14
QQQ,RRRRR,8
IIIIII,DDDDDDDDD,78
CCCCCCCCC,MMMMMMMMMMM,45
MM,GGG,29
QQQQ,KKKKKK,77
J,TTTTTTTTTT,32
WWWWWWWW,CCCCCCCCCCCC,69
SS,LLLLLLL,23
DDD,SSSSSSS,12
MMM,RRR,51
QQ,DDDDDDDDD,96
IIII,EEEEEEEEE,27
F,OOOOOOOOOOO,44
GGGGGGGG,XXXXXXXXXX,34
II,BBBBBBBBBBBB,1
BBBB,PPPPPPPPPP,73
UUUU,CCCCCCCCC,31
B,HHHH,42
RRRRRRRRRRR,ZZZZZZZZZZZ,47
XXX,SSSSSSSSSS,68
CCCCCCC,GGGGGGGGGGG,78
F,QQQ,30
DDDDDDDD,MMMMMMMMMMM,88
UUUU,AAAAAAAAA,25
IIIIII,MMMMMMMMMM,97
BBBB,IIIIIIIIIII,46
PPPPP,EEEEEEEEE,67
SSS,QQQQQQQQ,33
KKKKK,XXXXXXXXXX,51
RRRRR,MMMMMMMMM,85
HHHHHHHH,DDDDDDDDDDDD,90
KK,QQQQQQQQQQ,61
FFFFFFF,PPPPPPPPP,83
NNNNNN,AAAAAAAAA,46
H,CCCCCCCCCCCC,32
RRRRRRRRRRR,XXXXXXXXXXX,2
ZZZZZ,MMMMMMM,82
G,ZZZZZZZZZZ,21
MMMMM,LLLLLL,84
KKK,ZZZZZZZZZZZ,68
R,BB,84
LLLLLL,BBBBBBBBB,40
WWWWWW,XXXXXXXXX,41
JJJJJJJ,FFFFFFFFFFFF,54
DDDDDDDDDDD,VVVVVVVVVVV,30
VV,QQQQQQ,66
W,QQQQQQQQQQ,14
GGGGGGGGGG,BBBBBBBBBBB,57
LLLLL,NNNNNNN,55
EE,KKKKK,2
V,LLLLL,43
XX,ZZZZZZZZZZZ,92
DD,DDDDD,98
L,LL,23
NNNNNNN,RRRRRRRR,97
NNNNNNNN,PPPPPPPPPPP,40
JJ,XXX,87
RRRRRR,EEEEEEE,50
NNNNN,FFFFFFF,82
LLLL,TTTTTTT,96
RRRRR,ZZZZZZZZ,64
HHHHHHHHHHH,MMMMMMMMMMMM,9
UU,YYYYYYYYY,6
C,UUUUUUUUUUU,85
FFF,RRRRRR,80
DD,IIIIIIIIIII,100
UUUU,EEEEEE,75
CCCCCCC,AAAAAAAAAAAA,10
RR,PPP,85
MMM,UUU,14
P,EEEEEEEEEEEE,36
QQQQQQ,ZZZZZZZZ,8
TTTTTTTT,WWWWWWWWWWW,8
TTT,KKKKKKKKKKKK,82
DD,TTTTT,49
DDDDDD,CCCCCCC,15
QQQQQQQ,QQQQQQQQQQQ,89
R,EEEE,8
GGGGG,GGGGGGGG,91
V,TTTTTTTTT,100
PPPPP,SSSSSSS,29
CCCC,HHHH,7
LLLLLLL,CCCCCCCCCCCC,71
BBBBBBBBB,OOOOOOOOOOO,94
CCCCCCCCCCC,HHHHHHHHHHHH,35
TTTTT,GGGGGGGGG,10
SSSSSSS,NNNNNNNNN,65
DDDDD,UUUUUUUU,51
A,D,3
S,KKKKKKKKK,10
LLLL,NNNNNNNNNN,93
UUUUUUUUU,GGGGGGGGGGG,36
AAA,MMMMMMMM,64
MM,XXXXX,75
BBBBBB,AAAAAAAAAA,92
IIIIIII,CCCCCCCCCC,100
P,PPPPPPPP,20
YY,IIIIIIII,29
X,MMMM,5
UUU,DDDDDD,69
GGGG,HHHHHHHHHHHH,32
V,RRRRRRRRR,85
DD,NNNNNNNNN,97
JJJ,PPPP,91
EEE,WWWW,76
JJ,EEEEEE,12
Q,EEEEEEEEEEEE,51
XXXX,EEEEEEEEEE,38
EE,FFFFFF,43
YYYYYYYY,DDDDDDDDDDDD,71
UUUUUU,BBBBBBBBBBB,91
VV,TTTTTT,17
OOOOOOO,BBBBBBBBBB,37
MMM,XXXXXXXXX,1
DDDD,IIIIIIIIIIII,51
ZZZZZZZ,JJJJJJJJJJ,35
BBBB,CCCCCCCCCCC,36
EEEEEEE,WWWWWWWW,4
D,OOOOOOO,90
CCC,JJJJ,66
MMMMMM,WWWWWWW,58
VVVVVVVVV,RRRRRRRRRR,75
KKKKKKKKK,JJJJJJJJJJJ,62
EEEEEE,NNNNNNNNNN,92
H,MMMMMMMM,8
H,K,89
DDD,XXXX,2
CCCCC,IIIIIII,56
AAAAA,UUUUUUU,28
LLLLLLLLL,RRRRRRRRR,89
G,IIIIIIII,57
AAAAAAAAAA,BBBBBBBBBB,61
PP,SSSSSSSSSS,2
YYYYYYY,OOOOOOOOO,19
O,EEE,1
AAAAAAAAAA,LLLLLLLLLLLL,13
DD,HHHHHHHHH,93
LLL,QQQQ,30
YYYY,AAAAAAAAAA,1
SSSSSSS,IIIIIIIIII,65
DDD,YYYYYYYYYY,5
UU,ZZZZZZZZZZ,85
H,P,9
HHHH,FFFFFFFFF,34
WW,LLLLLL,9
RRRRRR,FFFFFFF,37
GGGGGGGG,ZZZZZZZZZZ,63
LLLLLLLL,JJJJJJJJJJ,37
HHHHHHHHHH,QQQQQQQQQQQ,31
L,QQQQ,30
JJJ,EEEEEEEEE,25
OOOOOOO,TTTTTTTTTT,28
WWWW,KKKKKKKKKKK,27
JJJJJJJJJ,DDDDDDDDDDD,35
VVVVVVV,UUUUUUUU,18
P,RRRR,3
KK,MMMMMMM,16
OOOOOOOO,LLLLLLLLLLLL,76
KKKK,RRRRRRRR,18
WWW,MMMMMMMMMMM,14
PPPPPPPP,EEEEEEEEEEEE,72
YY,ZZZZZZZZ,13
HH,HHHHHH,9
Q,YYY,24
U,VVVVVVVV,67
G,MMMM,29
T,EEE,14
TTT,BBBBB,60
ZZZ,VVVVVVVVV,66
WW,FFFFFFFFFFF,31
UUUUU,VVVVV,27
I,DDDDDDDDDD,45
PPP,QQQQQQQQQQQ,53
C,SSSSSSSSSS,47
TT,YYY,72
G,FFFFFFF,23
AAAAA,IIIIII,99
YY,JJJJJJJJJJ,38
DDDDD,ZZZZZZZZZZZ,44
UUUU,RRRRRRR,73
UUUUU,EEEEEEEEE,67
ZZZZZZZ,FFFFFFFFFF,55
OOOOO,WWWWWWWW,4
KK,ZZZZZ,55
QQQQQ,KKKKKK,37
HHHH,CCCCCCCCCCC,46
XXXX,BBBBBBBB,45
RRRRRRR,RRRRRRRRR,47
QQQQQQQ,GGGGGGGGGGG,39
VVV,RRRR,30
PPPPP,KKKKKKKKKK,94
EEEEEE,HHHHHHHHH,51
LLL,VVVVV,55
III,AAAAAA,64
C,HHHHHHHHHHH,5
F,HHHHH,11
XXXX,JJJJJJJJ,96
GGGGGGGG,LLLLLLLLL,16
XXXX,DDDDDD,86
Z,IIIIIIIIIIII,78
XXXX,EEEEEEEEEEE,67
NNNNNN,GGGGGGGGGGG,33
F,Z,76
L,LLLLL,26
Z,SSSSSSSSSS,31
JJJJJJJ,UUUUUUUU,65
JJJ,NNNNN,15
OOOOOO,SSSSSSSSSS,63
E,LLLLLLLLLL,99
CCC,QQQ,66
NNNNNN,WWWWWWWWW,85
J,SSSSSSSSSSS,64
FFFFFFFFFF,DDDDDDDDDDD,61
YY,DDDDD,4
LLLLLLLL,VVVVVVVV,22
TTTTT,VVVVVVVV,55
P,II,18
A,U,77
L,LLLLLLL,23
U,KKKKKKKKKK,77
C,IIII,11
IIIII,YYYYYY,39
RRRRRRR,MMMMMMMMMM,52
FFFFFFFFF,DDDDDDDDDDD,32
SS,AAAAAAAAAAAA,70
D,DDD,70
U,LLLLLL,8
Z,DDDDD,12
SSSSSSSSS,YYYYYYYYYYY,44
TTT,RRRRR,98
NNN,CCCC,18
H,JJJJJJJJJJ,27
H,RRRRR,47
HHHHHHHHHH,HHHHHHHHHHH,20
II,VVVVVVV,69
ZZZZZ,CCCCCCCCCC,77
MM,HHHHH,48
AAAA,MMMMMMMM,94
XXX,QQQQQQQQQQQ,94
EEEEEEE,MMMMMMMMMM,86
UUUUUUU,NNNNNNNNNNN,12
HHHHH,YYYYYYYYYYY,86
HHHHHH,MMMMMMMMMMMM,57
ZZZZZ,XXXXXXXXXXX,73
OOOOO,OOOOOOO,52
FFFFFFFF,WWWWWWWWWW,61
EEEEEEEE,HHHHHHHHHH,32
LLLL,PPPPPPPP,61
LLL,ZZZZZZZZZZ,53
KKK,EEEEEE,20
WWW,RRRR,25
Q,JJJJJJJJJJJJ,92
YYYYY,FFFFFFFFFFFF,60
II,XXX,67
